CustomerID,Day,State,Balance
6,2,At-Risk,358.86
6,3,At-Risk,358.86
6,4,At-Risk,358.86
6,5,At-Risk,358.86
6,6,At-Risk,358.86
6,7,At-Risk,358.86
6,8,At-Risk,358.86
6,9,At-Risk,358.86
6,10,Delinquent,358.86
6,11,Delinquent,358.86
6,12,Default,358.86
7,0,Good,888.56
7,1,Good,888.56
7,2,Good,888.56
7,3,Good,888.56
7,4,Good,888.56
7,5,At-Risk,888.56
7,6,At-Risk,888.56
7,7,Delinquent,888.56
7,8,Delinquent,888.56
7,9,Delinquent,888.56
7,10,Delinquent,888.56
7,11,Delinquent,888.56
7,12,Delinquent,888.56
7,13,At-Risk,888.56
7,14,At-Risk,888.56
7,15,Good,888.56
7,16,Delinquent,888.56
7,17,Closed,888.56
8,0,Good,592.12
8,1,Good,592.12
8,2,Good,592.12
8,3,Good,592.12
8,4,Good,592.12
8,5,Good,592.12
8,6,At-Risk,592.12
8,7,At-Risk,592.12
8,8,At-Risk,592.12
8,9,At-Risk,592.12
8,10,Closed,592.12
9,0,Good,319.02
9,1,Good,319.02
9,2,Good,319.02
9,3,Good,319.02
9,4,Good,319.02
9,5,Good,319.02
9,6,At-Risk,319.02
9,7,At-Risk,319.02
9,8,At-Risk,319.02
9,9,At-Risk,319.02
9,10,At-Risk,319.02
9,11,At-Risk,319.02
9,12,At-Risk,319.02
9,13,At-Risk,319.02
9,14,At-Risk,319.02
9,15,At-Risk,319.02
9,16,At-Risk,319.02
9,17,Delinquent,319.02
9,18,At-Risk,319.02
9,19,At-Risk,319.02
9,20,At-Risk,319.02
9,21,Good,319.02
9,22,Good,319.02
9,23,Good,319.02
9,24,Good,319.02
9,25,Good,319.02
9,26,Good,319.02
9,27,Good,319.02
9,28,Delinquent,319.02
9,29,Delinquent,319.02
10,0,Good,529.15
10,1,Good,529.15
10,2,At-Risk,529.15
10,3,At-Risk,529.15
10,4,Good,529.15
10,5,Good,529.15
10,6,Good,529.15
10,7,Good,529.15
10,8,Good,529.15
10,9,Good,529.15
10,10,Good,529.15
10,11,Good,529.15
10,12,Good,529.15
10,13,Good,529.15
10,14,Good,529.15
10,15,Good,529.15
10,16,Delinquent,529.15
10,17,Delinquent,529.15
10,18,Delinquent,529.15
10,19,Delinquent,529.15
10,20,Delinquent,529.15
10,21,Default,529.15
11,0,Good,319.99
11,1,Good,319.99
11,2,Good,319.99
11,3,Good,319.99
11,4,Good,319.99
11,5,Good,319.99
11,6,Good,319.99
11,7,Good,319.99
11,8,Good,319.99
11,9,Good,319.99
11,10,At-Risk,319.99
11,11,Good,319.99
11,12,Good,319.99
11,13,Good,319.99
11,14,Good,319.99
11,15,Good,319.99
11,16,Good,319.99
11,17,Good,319.99
11,18,Good,319.99
11,19,Good,319.99
11,20,Good,319.99
11,21,Good,319.99
11,22,Good,319.99
11,23,Good,319.99
11,24,Good,319.99
11,25,Good,319.99
11,26,Good,319.99
11,27,Good,319.99
11,28,Good,319.99
11,29,Good,319.99
12,0,Good,319.62
12,1,Good,319.62
12,2,Good,319.62
12,3,Good,319.62
12,4,Good,319.62
12,5,Good,319.62
12,6,Good,319.62
12,7,Good,319.62
12,8,Good,319.62
12,9,Good,319.62
12,10,Good,319.62
12,11,Good,319.62
12,12,Good,319.62
12,13,Good,319.62
12,14,Good,319.62
12,15,Good,319.62
12,16,Good,319.62
12,17,Good,319.62
12,18,Good,319.62
12,19,Good,319.62
12,20,Good,319.62
12,21,Good,319.62
12,22,Good,319.62
12,23,Good,319.62
12,24,Good,319.62
12,25,Good,319.62
12,26,Good,319.62
12,27,Good,319.62
12,28,Closed,319.62
13,0,Good,455.31
13,1,Good,455.31
13,2,Closed,455.31
14,0,Good,154.99
14,1,Delinquent,154.99
14,2,Default,154.99
15,0,Good,170.3
15,1,Good,170.3
15,2,Good,170.3
15,3,Good,170.3
15,4,Good,170.3
15,5,Good,170.3
15,6,Good,170.3
15,7,Good,170.3
15,8,Good,170.3
15,9,Good,170.3
15,10,Good,170.3
15,11,Good,170.3
15,12,Good,170.3
15,13,At-Risk,170.3
15,14,At-Risk,170.3
15,15,Delinquent,170.3
15,16,Delinquent,170.3
15,17,Default,170.3
16,0,Good,304.56
16,1,Good,304.56
16,2,Good,304.56
16,3,Good,304.56
16,4,Good,304.56
16,5,Closed,304.56
17,0,Good,243.13
17,1,Good,243.13
17,2,Good,243.13
17,3,Good,243.13
17,4,Good,243.13
17,5,Good,243.13
17,6,Good,243.13
17,7,Good,243.13
17,8,Delinquent,243.13
17,9,Delinquent,243.13
17,10,Default,243.13
18,0,Good,472.07
18,1,Good,472.07
18,2,Good,472.07
18,3,Good,472.07
18,4,Good,472.07
18,5,Good,472.07
18,6,Good,472.07
18,7,Good,472.07
18,8,Good,472.07
18,9,Good,472.07
18,10,Good,472.07
18,11,Good,472.07
18,12,Good,472.07
18,13,Good,472.07
18,14,Good,472.07
18,15,Good,472.07
18,16,Good,472.07
18,17,Good,472.07
18,18,Good,472.07
18,19,Good,472.07
18,20,Good,472.07
18,21,Good,472.07
18,22,Good,472.07
18,23,Good,472.07
18,24,At-Risk,472.07
18,25,At-Risk,472.07
18,26,At-Risk,472.07
18,27,Good,472.07
18,28,Good,472.07
18,29,Good,472.07
19,0,Good,256.21
19,1,Good,256.21
19,2,Good,256.21
19,3,Good,256.21
19,4,Good,256.21
19,5,Good,256.21
19,6,Good,256.21
19,7,At-Risk,256.21
19,8,Good,256.21
19,9,Good,256.21
19,10,Good,256.21
19,11,Good,256.21
19,12,Good,256.21
19,13,Good,256.21
19,14,Good,256.21
19,15,Good,256.21
19,16,Good,256.21
19,17,At-Risk,256.21
19,18,At-Risk,256.21
19,19,At-Risk,256.21
19,20,At-Risk,256.21
19,21,At-Risk,256.21
19,22,At-Risk,256.21
19,23,At-Risk,256.21
19,24,Delinquent,256.21
19,25,Default,256.21
20,0,Good,199.11
20,1,Good,199.11
20,2,Good,199.11
20,3,At-Risk,199.11
20,4,At-Risk,199.11
20,5,Good,199.11
20,6,Good,199.11
20,7,Good,199.11
20,8,Good,199.11
20,9,Good,199.11
20,10,Good,199.11
20,11,Good,199.11
20,12,Good,199.11
20,13,Good,199.11
20,14,Good,199.11
20,15,Good,199.11
20,16,Good,199.11
20,17,Good,199.11
20,18,Good,199.11
20,19,Good,199.11
20,20,At-Risk,199.11
20,21,At-Risk,199.11
20,22,At-Risk,199.11
20,23,At-Risk,199.11
20,24,At-Risk,199.11
20,25,At-Risk,199.11
20,26,At-Risk,199.11
20,27,Good,199.11
20,28,Good,199.11
20,29,Good,199.11
21,0,Good,839.52
21,1,Good,839.52
21,2,Good,839.52
21,3,Good,839.52
21,4,At-Risk,839.52
21,5,At-Risk,839.52
21,6,At-Risk,839.52
21,7,Good,839.52
21,8,Good,839.52
21,9,Good,839.52
21,10,Good,839.52
21,11,Good,839.52
21,12,Good,839.52
21,13,Good,839.52
21,14,Good,839.52
21,15,Good,839.52
21,16,Good,839.52
21,17,Closed,839.52
22,0,Good,360.36
22,1,Good,360.36
22,2,Good,360.36
22,3,Good,360.36
22,4,Closed,360.36
23,0,Good,417.28
23,1,Good,417.28
23,2,Good,417.28
23,3,Good,417.28
23,4,Good,417.28
23,5,Good,417.28
23,6,Good,417.28
23,7,Good,417.28
23,8,Good,417.28
23,9,Good,417.28
23,10,Good,417.28
23,11,Good,417.28
23,12,Good,417.28
23,13,Good,417.28
23,14,Good,417.28
23,15,Good,417.28
23,16,Good,417.28
23,17,Good,417.28
23,18,Good,417.28
23,19,Good,417.28
23,20,Good,417.28
23,21,Good,417.28
23,22,Good,417.28
23,23,Good,417.28
23,24,Good,417.28
23,25,Good,417.28
23,26,Good,417.28
23,27,Good,417.28
23,28,At-Risk,417.28
23,29,At-Risk,417.28
24,0,Good,197.87
24,1,Good,197.87
24,2,Good,197.87
24,3,Good,197.87
24,4,Good,197.87
24,5,Good,197.87
24,6,Good,197.87
24,7,Good,197.87
24,8,Good,197.87
24,9,Good,197.87
24,10,Good,197.87
24,11,Good,197.87
24,12,Good,197.87
24,13,Good,197.87
24,14,Good,197.87
24,15,Good,197.87
24,16,Good,197.87
24,17,Good,197.87
24,18,Good,197.87
24,19,Good,197.87
24,20,Good,197.87
24,21,Good,197.87
24,22,Good,197.87
24,23,Good,197.87
24,24,Good,197.87
24,25,Good,197.87
24,26,Good,197.87
24,27,Good,197.87
24,28,At-Risk,197.87
24,29,Good,197.87
25,0,Good,307.3
25,1,Good,307.3
25,2,Good,307.3
25,3,Good,307.3
25,4,Good,307.3
25,5,Good,307.3
25,6,Good,307.3
25,7,Good,307.3
25,8,Good,307.3
25,9,Good,307.3
25,10,At-Risk,307.3
25,11,At-Risk,307.3
25,12,At-Risk,307.3
25,13,At-Risk,307.3
25,14,Default,307.3
26,0,Good,426.44
26,1,Good,426.44
26,2,Good,426.44
26,3,Good,426.44
26,4,Good,426.44
26,5,Good,426.44
26,6,Good,426.44
26,7,Closed,426.44
27,0,Good,226.9
27,1,Good,226.9
27,2,Good,226.9
27,3,Good,226.9
27,4,Good,226.9
27,5,Good,226.9
27,6,Good,226.9
27,7,Good,226.9
27,8,Good,226.9
27,9,Good,226.9
27,10,Good,226.9
27,11,Good,226.9
27,12,Good,226.9
27,13,At-Risk,226.9
27,14,At-Risk,226.9
27,15,Default,226.9
28,0,Good,486.8
28,1,Good,486.8
28,2,Good,486.8
28,3,Good,486.8
28,4,Good,486.8
28,5,Good,486.8
28,6,Good,486.8
28,7,Good,486.8
28,8,Good,486.8
28,9,Good,486.8
28,10,Good,486.8
28,11,Good,486.8
28,12,Good,486.8
28,13,Good,486.8
28,14,Good,486.8
28,15,Good,486.8
28,16,Good,486.8
28,17,Good,486.8
28,18,Good,486.8
28,19,Good,486.8
28,20,Good,486.8
28,21,Good,486.8
28,22,At-Risk,486.8
28,23,At-Risk,486.8
28,24,At-Risk,486.8
28,25,At-Risk,486.8
28,26,At-Risk,486.8
28,27,At-Risk,486.8
28,28,At-Risk,486.8
28,29,Good,486.8
29,0,Good,298.77
29,1,Good,298.77
29,2,Good,298.77
29,3,Good,298.77
29,4,Good,298.77
29,5,Good,298.77
29,6,Good,298.77
29,7,Good,298.77
29,8,Good,298.77
29,9,Good,298.77
29,10,At-Risk,298.77
29,11,At-Risk,298.77
29,12,Delinquent,298.77
29,13,Closed,298.77
30,0,Good,348.68
30,1,Good,348.68
30,2,Good,348.68
30,3,Good,348.68
30,4,Good,348.68
30,5,Good,348.68
30,6,Good,348.68
30,7,At-Risk,348.68
30,8,At-Risk,348.68
30,9,At-Risk,348.68
30,10,Delinquent,348.68
30,11,Closed,348.68
31,0,Good,298.61
31,1,Good,298.61
31,2,Closed,298.61
32,0,Good,1018.55
32,1,Good,1018.55
32,2,Good,1018.55
32,3,Good,1018.55
32,4,Good,1018.55
32,5,Good,1018.55
32,6,Good,1018.55
32,7,Good,1018.55
32,8,Good,1018.55
32,9,Good,1018.55
32,10,At-Risk,1018.55
32,11,At-Risk,1018.55
32,12,At-Risk,1018.55
32,13,At-Risk,1018.55
32,14,Good,1018.55
32,15,Good,1018.55
32,16,Good,1018.55
32,17,Good,1018.55
32,18,Good,1018.55
32,19,Good,1018.55
32,20,Good,1018.55
32,21,Good,1018.55
32,22,Good,1018.55
32,23,Good,1018.55
32,24,Good,1018.55
32,25,Good,1018.55
32,26,At-Risk,1018.55
32,27,At-Risk,1018.55
32,28,At-Risk,1018.55
32,29,At-Risk,1018.55
33,0,Good,400.72
33,1,Good,400.72
33,2,Good,400.72
33,3,Good,400.72
33,4,Good,400.72
33,5,Good,400.72
33,6,Good,400.72
33,7,Good,400.72
33,8,Good,400.72
33,9,Good,400.72
33,10,Good,400.72
33,11,Good,400.72
33,12,Good,400.72
33,13,Good,400.72
33,14,Good,400.72
33,15,Good,400.72
33,16,Good,400.72
33,17,Good,400.72
33,18,Good,400.72
33,19,Good,400.72
33,20,Good,400.72
33,21,Good,400.72
33,22,Good,400.72
33,23,Good,400.72
33,24,Good,400.72
33,25,Good,400.72
33,26,Good,400.72
33,27,Good,400.72
33,28,Good,400.72
33,29,At-Risk,400.72
34,0,Good,237.73
34,1,Good,237.73
34,2,Good,237.73
34,3,Good,237.73
34,4,Good,237.73
34,5,Good,237.73
34,6,Good,237.73
34,7,At-Risk,237.73
34,8,Delinquent,237.73
34,9,Delinquent,237.73
34,10,At-Risk,237.73
34,11,At-Risk,237.73
34,12,At-Risk,237.73
34,13,At-Risk,237.73
34,14,At-Risk,237.73
34,15,At-Risk,237.73
34,16,At-Risk,237.73
34,17,Closed,237.73
35,0,Good,608.67
35,1,Good,608.67
35,2,At-Risk,608.67
35,3,At-Risk,608.67
35,4,At-Risk,608.67
35,5,At-Risk,608.67
35,6,Good,608.67
35,7,Good,608.67
35,8,Good,608.67
35,9,Good,608.67
35,10,Good,608.67
35,11,Good,608.67
35,12,Good,608.67
35,13,Good,608.67
35,14,Good,608.67
35,15,Good,608.67
35,16,Good,608.67
35,17,At-Risk,608.67
35,18,At-Risk,608.67
35,19,At-Risk,608.67
35,20,At-Risk,608.67
35,21,At-Risk,608.67
35,22,At-Risk,608.67
35,23,Good,608.67
35,24,Good,608.67
35,25,Good,608.67
35,26,Good,608.67
35,27,Good,608.67
35,28,Good,608.67
35,29,At-Risk,608.67
36,0,Good,219.11
36,1,Good,219.11
36,2,Good,219.11
36,3,Good,219.11
36,4,Closed,219.11
37,0,Good,447.84
37,1,Good,447.84
37,2,Good,447.84
37,3,Good,447.84
37,4,Good,447.84
37,5,Good,447.84
37,6,Good,447.84
37,7,Delinquent,447.84
37,8,Delinquent,447.84
37,9,Default,447.84
38,0,Good,151.44
38,1,Good,151.44
38,2,Good,151.44
38,3,Good,151.44
38,4,Good,151.44
38,5,Good,151.44
38,6,Good,151.44
38,7,Good,151.44
38,8,Good,151.44
38,9,Good,151.44
38,10,Good,151.44
38,11,Good,151.44
38,12,Good,151.44
38,13,Good,151.44
38,14,Good,151.44
38,15,Closed,151.44
39,0,Good,207.66
39,1,Good,207.66
39,2,Good,207.66
39,3,Good,207.66
39,4,Good,207.66
39,5,Good,207.66
39,6,At-Risk,207.66
39,7,Delinquent,207.66
39,8,Default,207.66
40,0,Good,445.16
40,1,Closed,445.16
41,0,Good,583.61
41,1,Good,583.61
41,2,Good,583.61
41,3,Good,583.61
41,4,Good,583.61
41,5,Good,583.61
41,6,Good,583.61
41,7,Good,583.61
41,8,Good,583.61
41,9,Good,583.61
41,10,Good,583.61
41,11,Good,583.61
41,12,Good,583.61
41,13,Good,583.61
41,14,Good,583.61
41,15,Good,583.61
41,16,Good,583.61
41,17,Good,583.61
41,18,Good,583.61
41,19,Good,583.61
41,20,Good,583.61
41,21,Good,583.61
41,22,Good,583.61
41,23,Good,583.61
41,24,Good,583.61
41,25,Good,583.61
41,26,Good,583.61
41,27,Good,583.61
41,28,Good,583.61
41,29,Good,583.61
42,0,Good,439.52
42,1,Good,439.52
42,2,Good,439.52
42,3,Good,439.52
42,4,Good,439.52
42,5,Good,439.52
42,6,Good,439.52
42,7,Good,439.52
42,8,At-Risk,439.52
42,9,At-Risk,439.52
42,10,At-Risk,439.52
42,11,Good,439.52
42,12,Good,439.52
42,13,Good,439.52
42,14,Good,439.52
42,15,Good,439.52
42,16,Good,439.52
42,17,Good,439.52
42,18,Good,439.52
42,19,Good,439.52
42,20,Good,439.52
42,21,Good,439.52
42,22,Good,439.52
42,23,Good,439.52
42,24,Good,439.52
42,25,Good,439.52
42,26,At-Risk,439.52
42,27,At-Risk,439.52
42,28,At-Risk,439.52
42,29,At-Risk,439.52
43,0,Good,380.76
43,1,Good,380.76
43,2,Good,380.76
43,3,Good,380.76
43,4,Good,380.76
43,5,Good,380.76
43,6,Good,380.76
43,7,Good,380.76
43,8,Good,380.76
43,9,Good,380.76
43,10,Good,380.76
43,11,Good,380.76
43,12,Good,380.76
43,13,Good,380.76
43,14,Good,380.76
43,15,Good,380.76
43,16,Good,380.76
43,17,Good,380.76
43,18,Good,380.76
43,19,At-Risk,380.76
43,20,Good,380.76
43,21,Good,380.76
43,22,Good,380.76
43,23,Good,380.76
43,24,Good,380.76
43,25,Good,380.76
43,26,Good,380.76
43,27,At-Risk,380.76
43,28,Closed,380.76
44,0,Good,347.04
44,1,Good,347.04
44,2,Good,347.04
44,3,Good,347.04
44,4,Good,347.04
44,5,Good,347.04
44,6,Good,347.04
44,7,Good,347.04
44,8,Good,347.04
44,9,Good,347.04
44,10,Good,347.04
44,11,Good,347.04
44,12,Good,347.04
44,13,Good,347.04
44,14,Good,347.04
44,15,Good,347.04
44,16,Good,347.04
44,17,Good,347.04
44,18,Good,347.04
44,19,Delinquent,347.04
44,20,Delinquent,347.04
44,21,Default,347.04
45,0,Good,192.62
45,1,Good,192.62
45,2,Good,192.62
45,3,Good,192.62
45,4,Good,192.62
45,5,At-Risk,192.62
45,6,At-Risk,192.62
45,7,At-Risk,192.62
45,8,At-Risk,192.62
45,9,At-Risk,192.62
45,10,At-Risk,192.62
45,11,At-Risk,192.62
45,12,At-Risk,192.62
45,13,At-Risk,192.62
45,14,At-Risk,192.62
45,15,At-Risk,192.62
45,16,At-Risk,192.62
45,17,At-Risk,192.62
45,18,At-Risk,192.62
45,19,At-Risk,192.62
45,20,At-Risk,192.62
45,21,At-Risk,192.62
45,22,Delinquent,192.62
45,23,Delinquent,192.62
45,24,Default,192.62
46,0,Good,281.48
46,1,Good,281.48
46,2,Good,281.48
46,3,Good,281.48
46,4,At-Risk,281.48
46,5,At-Risk,281.48
46,6,At-Risk,281.48
46,7,Good,281.48
46,8,Good,281.48
46,9,Good,281.48
46,10,Good,281.48
46,11,Good,281.48
46,12,Good,281.48
46,13,Good,281.48
46,14,Good,281.48
46,15,Good,281.48
46,16,Good,281.48
46,17,Good,281.48
46,18,Good,281.48
46,19,Good,281.48
46,20,At-Risk,281.48
46,21,At-Risk,281.48
46,22,At-Risk,281.48
46,23,At-Risk,281.48
46,24,At-Risk,281.48
46,25,At-Risk,281.48
46,26,At-Risk,281.48
46,27,At-Risk,281.48
46,28,Delinquent,281.48
46,29,Default,281.48
47,0,Good,320.44
47,1,Good,320.44
47,2,At-Risk,320.44
47,3,At-Risk,320.44
47,4,At-Risk,320.44
47,5,At-Risk,320.44
47,6,Delinquent,320.44
47,7,Default,320.44
48,0,Good,684.41
48,1,Good,684.41
48,2,Good,684.41
48,3,Good,684.41
48,4,Good,684.41
48,5,Good,684.41
48,6,Good,684.41
48,7,Good,684.41
48,8,Good,684.41
48,9,Good,684.41
48,10,Good,684.41
48,11,Good,684.41
48,12,Good,684.41
48,13,Good,684.41
48,14,Good,684.41
48,15,Good,684.41
48,16,Good,684.41
48,17,Good,684.41
48,18,Good,684.41
48,19,Good,684.41
48,20,Good,684.41
48,21,Good,684.41
48,22,Good,684.41
48,23,Good,684.41
48,24,Good,684.41
48,25,Good,684.41
48,26,Good,684.41
48,27,Good,684.41
48,28,Good,684.41
48,29,Good,684.41
49,0,Good,479.05
49,1,Good,479.05
49,2,Good,479.05
49,3,Good,479.05
49,4,Good,479.05
49,5,Good,479.05
49,6,Good,479.05
49,7,At-Risk,479.05
49,8,At-Risk,479.05
49,9,At-Risk,479.05
49,10,At-Risk,479.05
49,11,At-Risk,479.05
49,12,Delinquent,479.05
49,13,Delinquent,479.05
49,14,Default,479.05
50,0,Good,167.08
50,1,Good,167.08
50,2,Good,167.08
50,3,Good,167.08
50,4,Good,167.08
50,5,Delinquent,167.08
50,6,Delinquent,167.08
50,7,Delinquent,167.08
50,8,Delinquent,167.08
50,9,Delinquent,167.08
50,10,Delinquent,167.08
50,11,Default,167.08
51,0,Good,474.4
51,1,Good,474.4
51,2,Good,474.4
51,3,Good,474.4
51,4,Closed,474.4
52,0,Good,332.77
52,1,Good,332.77
52,2,Good,332.77
52,3,Good,332.77
52,4,Good,332.77
52,5,Good,332.77
52,6,Good,332.77
52,7,Good,332.77
52,8,Good,332.77
52,9,Good,332.77
52,10,Good,332.77
52,11,Good,332.77
52,12,Good,332.77
52,13,Good,332.77
52,14,Good,332.77
52,15,Good,332.77
52,16,Good,332.77
52,17,Good,332.77
52,18,Closed,332.77
53,0,Good,287.59
53,1,Good,287.59
53,2,At-Risk,287.59
53,3,At-Risk,287.59
53,4,Good,287.59
53,5,Good,287.59
53,6,Good,287.59
53,7,Good,287.59
53,8,Good,287.59
53,9,At-Risk,287.59
53,10,Delinquent,287.59
53,11,Delinquent,287.59
53,12,Delinquent,287.59
53,13,Delinquent,287.59
53,14,At-Risk,287.59
53,15,At-Risk,287.59
53,16,Delinquent,287.59
53,17,Delinquent,287.59
53,18,Delinquent,287.59
53,19,Delinquent,287.59
53,20,Delinquent,287.59
53,21,Delinquent,287.59
53,22,Delinquent,287.59
53,23,Delinquent,287.59
53,24,Delinquent,287.59
53,25,At-Risk,287.59
53,26,Closed,287.59
54,0,Good,547.76
54,1,Good,547.76
54,2,Good,547.76
54,3,Good,547.76
54,4,Good,547.76
54,5,Good,547.76
54,6,Good,547.76
54,7,Good,547.76
54,8,Good,547.76
54,9,Good,547.76
54,10,Good,547.76
54,11,Good,547.76
54,12,Good,547.76
54,13,Good,547.76
54,14,Good,547.76
54,15,Good,547.76
54,16,Closed,547.76
55,0,Good,675.53
55,1,Good,675.53
55,2,Closed,675.53
56,0,Good,642.68
56,1,Good,642.68
56,2,Good,642.68
56,3,Good,642.68
56,4,Closed,642.68
57,0,Good,265.18
57,1,Good,265.18
57,2,Good,265.18
57,3,Good,265.18
57,4,Good,265.18
57,5,Good,265.18
57,6,Good,265.18
57,7,Good,265.18
57,8,Good,265.18
57,9,Good,265.18
57,10,Good,265.18
57,11,Good,265.18
57,12,Good,265.18
57,13,Good,265.18
57,14,Good,265.18
57,15,Good,265.18
57,16,Good,265.18
57,17,Good,265.18
57,18,Good,265.18
57,19,Good,265.18
57,20,Good,265.18
57,21,Good,265.18
57,22,At-Risk,265.18
57,23,At-Risk,265.18
57,24,At-Risk,265.18
57,25,At-Risk,265.18
57,26,Default,265.18
58,0,Good,345.64
58,1,Good,345.64
58,2,Good,345.64
58,3,Good,345.64
58,4,Good,345.64
58,5,Good,345.64
58,6,Good,345.64
58,7,Good,345.64
58,8,Good,345.64
58,9,Good,345.64
58,10,Good,345.64
58,11,At-Risk,345.64
58,12,At-Risk,345.64
58,13,Delinquent,345.64
58,14,Delinquent,345.64
58,15,At-Risk,345.64
58,16,Default,345.64
59,0,Good,476.1
59,1,Good,476.1
59,2,Good,476.1
59,3,Good,476.1
59,4,Good,476.1
59,5,Good,476.1
59,6,Good,476.1
59,7,Good,476.1
59,8,At-Risk,476.1
59,9,Delinquent,476.1
59,10,Default,476.1
60,0,Good,657.06
60,1,Good,657.06
60,2,Good,657.06
60,3,Good,657.06
60,4,Good,657.06
60,5,Good,657.06
60,6,Good,657.06
60,7,Good,657.06
60,8,Good,657.06
60,9,Good,657.06
60,10,Good,657.06
60,11,Good,657.06
60,12,Good,657.06
60,13,Good,657.06
60,14,Good,657.06
60,15,Good,657.06
60,16,Good,657.06
60,17,Good,657.06
60,18,Good,657.06
60,19,Good,657.06
60,20,Good,657.06
60,21,Good,657.06
60,22,Good,657.06
60,23,At-Risk,657.06
60,24,Default,657.06
61,0,Good,317.48
61,1,Good,317.48
61,2,Good,317.48
61,3,Good,317.48
61,4,Good,317.48
61,5,At-Risk,317.48
61,6,At-Risk,317.48
61,7,At-Risk,317.48
61,8,At-Risk,317.48
61,9,Closed,317.48
62,0,Good,367.66
62,1,Good,367.66
62,2,Good,367.66
62,3,Good,367.66
62,4,Good,367.66
62,5,Good,367.66
62,6,Good,367.66
62,7,At-Risk,367.66
62,8,Delinquent,367.66
62,9,Default,367.66
63,0,Good,232.02
63,1,Good,232.02
63,2,Good,232.02
63,3,Good,232.02
63,4,Good,232.02
63,5,Good,232.02
63,6,Good,232.02
63,7,Good,232.02
63,8,Good,232.02
63,9,Good,232.02
63,10,Good,232.02
63,11,Good,232.02
63,12,Good,232.02
63,13,Good,232.02
63,14,Good,232.02
63,15,Good,232.02
63,16,Good,232.02
63,17,Good,232.02
63,18,Good,232.02
63,19,Good,232.02
63,20,Good,232.02
63,21,Good,232.02
63,22,Good,232.02
63,23,Good,232.02
63,24,Good,232.02
63,25,Good,232.02
63,26,Good,232.02
63,27,Good,232.02
63,28,Good,232.02
63,29,Good,232.02
64,0,Good,221.83
64,1,Good,221.83
64,2,Good,221.83
64,3,Good,221.83
64,4,Good,221.83
64,5,Good,221.83
64,6,Good,221.83
64,7,Good,221.83
64,8,Good,221.83
64,9,Good,221.83
64,10,At-Risk,221.83
64,11,Good,221.83
64,12,Good,221.83
64,13,Good,221.83
64,14,Good,221.83
64,15,At-Risk,221.83
64,16,At-Risk,221.83
64,17,Default,221.83
65,0,Good,605.63
65,1,Good,605.63
65,2,Good,605.63
65,3,Good,605.63
65,4,Good,605.63
65,5,Good,605.63
65,6,Good,605.63
65,7,Good,605.63
65,8,Good,605.63
65,9,At-Risk,605.63
65,10,At-Risk,605.63
65,11,At-Risk,605.63
65,12,At-Risk,605.63
65,13,At-Risk,605.63
65,14,Default,605.63
66,0,Good,794.82
66,1,Good,794.82
66,2,Good,794.82
66,3,Good,794.82
66,4,Good,794.82
66,5,Good,794.82
66,6,Good,794.82
66,7,Good,794.82
66,8,Good,794.82
66,9,At-Risk,794.82
66,10,At-Risk,794.82
66,11,At-Risk,794.82
66,12,Default,794.82
67,0,Good,389.16
67,1,Good,389.16
67,2,Good,389.16
67,3,Good,389.16
67,4,At-Risk,389.16
67,5,At-Risk,389.16
67,6,At-Risk,389.16
67,7,Delinquent,389.16
67,8,Delinquent,389.16
67,9,Delinquent,389.16
